"","xvar","yvar","spec","k","fill"
"791",64,"non-adults",1,19,"19"
"792",64,"adults",0,19,"0"
"793",55,"p-uniform",0,31,"0"
"794",55,"uw",0,31,"0"
"795",55,"fe",0,31,"0"
"796",55,"reml",0,31,"0"
"797",55,"rve",1,31,"31"
"798",55,"3-level",0,31,"0"
"799",55,"all es",0,31,"0"
"800",55,"ES > 3 removed",1,31,"31"
"801",55,"all therapy",1,31,"31"
"802",55,"C",0,31,"0"
"803",55,"B",0,31,"0"
"804",55,"A",0,31,"0"
"805",55,"all sexes",0,31,"0"
"806",55,"male",1,31,"31"
"807",55,"female",0,31,"0"
"808",55,"all groups",1,31,"31"
"809",55,"non-adults",0,31,"0"
"810",55,"adults",0,31,"0"
"811",71,"p-uniform",0,24,"0"
"812",71,"uw",0,24,"0"
"813",71,"fe",0,24,"0"
"814",71,"reml",0,24,"0"
"815",71,"rve",1,24,"24"
"816",71,"3-level",0,24,"0"
"817",71,"all es",0,24,"0"
"818",71,"ES > 3 removed",1,24,"24"
"819",71,"all therapy",1,24,"24"
"820",71,"C",0,24,"0"
"821",71,"B",0,24,"0"
"822",71,"A",0,24,"0"
"823",71,"all sexes",1,24,"24"
"824",71,"male",0,24,"0"
"825",71,"female",0,24,"0"
"826",71,"all groups",0,24,"0"
"827",71,"non-adults",0,24,"0"
"828",71,"adults",1,24,"24"
"829",87,"p-uniform",0,38,"0"
"830",87,"uw",0,38,"0"
"831",87,"fe",0,38,"0"
"832",87,"reml",0,38,"0"
"833",87,"rve",1,38,"38"
"834",87,"3-level",0,38,"0"
"835",87,"all es",0,38,"0"
"836",87,"ES > 3 removed",1,38,"38"
"837",87,"all therapy",1,38,"38"
"838",87,"C",0,38,"0"
"839",87,"B",0,38,"0"
"840",87,"A",0,38,"0"
"841",87,"all sexes",1,38,"38"
"842",87,"male",0,38,"0"
"843",87,"female",0,38,"0"
"844",87,"all groups",0,38,"0"
"845",87,"non-adults",1,38,"38"
"846",87,"adults",0,38,"0"
"847",83,"p-uniform",0,62,"0"
"848",83,"uw",0,62,"0"
"849",83,"fe",0,62,"0"
"850",83,"reml",0,62,"0"
"851",83,"rve",1,62,"62"
"852",83,"3-level",0,62,"0"
"853",83,"all es",0,62,"0"
"854",83,"ES > 3 removed",1,62,"62"
"855",83,"all therapy",1,62,"62"
"856",83,"C",0,62,"0"
"857",83,"B",0,62,"0"
"858",83,"A",0,62,"0"
"859",83,"all sexes",1,62,"62"
"860",83,"male",0,62,"0"
"861",83,"female",0,62,"0"
"862",83,"all groups",1,62,"62"
"863",83,"non-adults",0,62,"0"
"864",83,"adults",0,62,"0"
"865",115,"p-uniform",0,2,"0"
"866",115,"uw",0,2,"0"
"867",115,"fe",0,2,"0"
"868",115,"reml",0,2,"0"
"869",115,"rve",1,2,"2"
"870",115,"3-level",0,2,"0"
"871",115,"all es",1,2,"2"
"872",115,"ES > 3 removed",0,2,"0"
"873",115,"all therapy",0,2,"0"
"874",115,"C",0,2,"0"
"875",115,"B",0,2,"0"
"876",115,"A",1,2,"2"
"877",115,"all sexes",0,2,"0"
"878",115,"male",1,2,"2"
"879",115,"female",0,2,"0"
"880",115,"all groups",0,2,"0"
"881",115,"non-adults",1,2,"2"
"882",115,"adults",0,2,"0"
"883",136,"p-uniform",0,12,"0"
"884",136,"uw",0,12,"0"
"885",136,"fe",0,12,"0"
"886",136,"reml",0,12,"0"
"887",136,"rve",1,12,"12"
"888",136,"3-level",0,12,"0"
"889",136,"all es",1,12,"12"
"890",136,"ES > 3 removed",0,12,"0"
"891",136,"all therapy",0,12,"0"
"892",136,"C",0,12,"0"
"893",136,"B",0,12,"0"
"894",136,"A",1,12,"12"
"895",136,"all sexes",1,12,"12"
"896",136,"male",0,12,"0"
"897",136,"female",0,12,"0"
"898",136,"all groups",0,12,"0"
"899",136,"non-adults",1,12,"12"
"900",136,"adults",0,12,"0"
"901",147,"p-uniform",0,23,"0"
"902",147,"uw",0,23,"0"
"903",147,"fe",0,23,"0"
"904",147,"reml",0,23,"0"
"905",147,"rve",1,23,"23"
"906",147,"3-level",0,23,"0"
"907",147,"all es",1,23,"23"
"908",147,"ES > 3 removed",0,23,"0"
"909",147,"all therapy",0,23,"0"
"910",147,"C",0,23,"0"
"911",147,"B",0,23,"0"
"912",147,"A",1,23,"23"
"913",147,"all sexes",1,23,"23"
"914",147,"male",0,23,"0"
"915",147,"female",0,23,"0"
"916",147,"all groups",1,23,"23"
"917",147,"non-adults",0,23,"0"
"918",147,"adults",0,23,"0"
"919",40,"p-uniform",0,9,"0"
"920",40,"uw",0,9,"0"
"921",40,"fe",0,9,"0"
"922",40,"reml",0,9,"0"
"923",40,"rve",1,9,"9"
"924",40,"3-level",0,9,"0"
"925",40,"all es",1,9,"9"
"926",40,"ES > 3 removed",0,9,"0"
"927",40,"all therapy",0,9,"0"
"928",40,"C",0,9,"0"
"929",40,"B",1,9,"9"
"930",40,"A",0,9,"0"
"931",40,"all sexes",0,9,"0"
"932",40,"male",1,9,"9"
"933",40,"female",0,9,"0"
"934",40,"all groups",0,9,"0"
"935",40,"non-adults",1,9,"9"
"936",40,"adults",0,9,"0"
"937",34,"p-uniform",0,21,"0"
"938",34,"uw",0,21,"0"
"939",34,"fe",0,21,"0"
"940",34,"reml",0,21,"0"
"941",34,"rve",1,21,"21"
"942",34,"3-level",0,21,"0"
"943",34,"all es",1,21,"21"
"944",34,"ES > 3 removed",0,21,"0"
"945",34,"all therapy",0,21,"0"
"946",34,"C",0,21,"0"
"947",34,"B",1,21,"21"
"948",34,"A",0,21,"0"
"949",34,"all sexes",0,21,"0"
"950",34,"male",1,21,"21"
"951",34,"female",0,21,"0"
"952",34,"all groups",1,21,"21"
"953",34,"non-adults",0,21,"0"
"954",34,"adults",0,21,"0"
"955",52,"p-uniform",0,22,"0"
"956",52,"uw",0,22,"0"
"957",52,"fe",0,22,"0"
"958",52,"reml",0,22,"0"
"959",52,"rve",1,22,"22"
"960",52,"3-level",0,22,"0"
"961",52,"all es",1,22,"22"
"962",52,"ES > 3 removed",0,22,"0"
"963",52,"all therapy",0,22,"0"
"964",52,"C",0,22,"0"
"965",52,"B",1,22,"22"
"966",52,"A",0,22,"0"
"967",52,"all sexes",1,22,"22"
"968",52,"male",0,22,"0"
"969",52,"female",0,22,"0"
"970",52,"all groups",1,22,"22"
"971",52,"non-adults",0,22,"0"
"972",52,"adults",0,22,"0"
"973",50,"p-uniform",0,9,"0"
"974",50,"uw",0,9,"0"
"975",50,"fe",0,9,"0"
"976",50,"reml",0,9,"0"
"977",50,"rve",1,9,"9"
"978",50,"3-level",0,9,"0"
"979",50,"all es",1,9,"9"
"980",50,"ES > 3 removed",0,9,"0"
"981",50,"all therapy",0,9,"0"
"982",50,"C",1,9,"9"
"983",50,"B",0,9,"0"
"984",50,"A",0,9,"0"
"985",50,"all sexes",0,9,"0"
"986",50,"male",0,9,"0"
"987",50,"female",1,9,"9"
"988",50,"all groups",0,9,"0"
"989",50,"non-adults",1,9,"9"
"990",50,"adults",0,9,"0"
"991",121,"p-uniform",0,22,"0"
"992",121,"uw",0,22,"0"
"993",121,"fe",0,22,"0"
"994",121,"reml",0,22,"0"
"995",121,"rve",1,22,"22"
"996",121,"3-level",0,22,"0"
"997",121,"all es",1,22,"22"
"998",121,"ES > 3 removed",0,22,"0"
"999",121,"all therapy",1,22,"22"
"1000",121,"C",0,22,"0"
"1001",121,"B",0,22,"0"
"1002",121,"A",0,22,"0"
"1003",121,"all sexes",0,22,"0"
"1004",121,"male",1,22,"22"
"1005",121,"female",0,22,"0"
"1006",121,"all groups",0,22,"0"
"1007",121,"non-adults",1,22,"22"
"1008",121,"adults",0,22,"0"
"1009",78,"p-uniform",0,34,"0"
"1010",78,"uw",0,34,"0"
"1011",78,"fe",0,34,"0"
"1012",78,"reml",0,34,"0"
"1013",78,"rve",1,34,"34"
"1014",78,"3-level",0,34,"0"
"1015",78,"all es",1,34,"34"
"1016",78,"ES > 3 removed",0,34,"0"
"1017",78,"all therapy",1,34,"34"
"1018",78,"C",0,34,"0"
"1019",78,"B",0,34,"0"
"1020",78,"A",0,34,"0"
"1021",78,"all sexes",0,34,"0"
"1022",78,"male",1,34,"34"
"1023",78,"female",0,34,"0"
"1024",78,"all groups",1,34,"34"
"1025",78,"non-adults",0,34,"0"
"1026",78,"adults",0,34,"0"
"1027",111,"p-uniform",0,41,"0"
"1028",111,"uw",0,41,"0"
"1029",111,"fe",0,41,"0"
"1030",111,"reml",0,41,"0"
"1031",111,"rve",1,41,"41"
"1032",111,"3-level",0,41,"0"
"1033",111,"all es",1,41,"41"
"1034",111,"ES > 3 removed",0,41,"0"
"1035",111,"all therapy",1,41,"41"
"1036",111,"C",0,41,"0"
"1037",111,"B",0,41,"0"
"1038",111,"A",0,41,"0"
"1039",111,"all sexes",1,41,"41"
"1040",111,"male",0,41,"0"
"1041",111,"female",0,41,"0"
"1042",111,"all groups",0,41,"0"
"1043",111,"non-adults",1,41,"41"
"1044",111,"adults",0,41,"0"
"1045",103,"p-uniform",0,65,"0"
"1046",103,"uw",0,65,"0"
"1047",103,"fe",0,65,"0"
"1048",103,"reml",0,65,"0"
"1049",103,"rve",1,65,"65"
"1050",103,"3-level",0,65,"0"
"1051",103,"all es",1,65,"65"
"1052",103,"ES > 3 removed",0,65,"0"
"1053",103,"all therapy",1,65,"65"
"1054",103,"C",0,65,"0"
"1055",103,"B",0,65,"0"
"1056",103,"A",0,65,"0"
"1057",103,"all sexes",1,65,"65"
"1058",103,"male",0,65,"0"
"1059",103,"female",0,65,"0"
"1060",103,"all groups",1,65,"65"
"1061",103,"non-adults",0,65,"0"
"1062",103,"adults",0,65,"0"
"1063",152,"p-uniform",0,10,"0"
"1064",152,"uw",0,10,"0"
"1065",152,"fe",0,10,"0"
"1066",152,"reml",1,10,"10"
"1067",152,"rve",0,10,"0"
"1068",152,"3-level",0,10,"0"
"1069",152,"all es",0,10,"0"
"1070",152,"ES > 3 removed",1,10,"10"
"1071",152,"all therapy",0,10,"0"
"1072",152,"C",0,10,"0"
"1073",152,"B",0,10,"0"
"1074",152,"A",1,10,"10"
"1075",152,"all sexes",0,10,"0"
"1076",152,"male",0,10,"0"
"1077",152,"female",1,10,"10"
"1078",152,"all groups",0,10,"0"
"1079",152,"non-adults",0,10,"0"
"1080",152,"adults",1,10,"10"
"1081",89,"p-uniform",0,9,"0"
"1082",89,"uw",0,9,"0"
"1083",89,"fe",0,9,"0"
"1084",89,"reml",1,9,"9"
"1085",89,"rve",0,9,"0"
"1086",89,"3-level",0,9,"0"
"1087",89,"all es",0,9,"0"
"1088",89,"ES > 3 removed",1,9,"9"
"1089",89,"all therapy",0,9,"0"
"1090",89,"C",0,9,"0"
"1091",89,"B",0,9,"0"
"1092",89,"A",1,9,"9"
"1093",89,"all sexes",0,9,"0"
"1094",89,"male",0,9,"0"
"1095",89,"female",1,9,"9"
"1096",89,"all groups",0,9,"0"
"1097",89,"non-adults",1,9,"9"
"1098",89,"adults",0,9,"0"
"1099",118,"p-uniform",0,16,"0"
"1100",118,"uw",0,16,"0"
"1101",118,"fe",0,16,"0"
"1102",118,"reml",1,16,"16"
"1103",118,"rve",0,16,"0"
"1104",118,"3-level",0,16,"0"
"1105",118,"all es",0,16,"0"
"1106",118,"ES > 3 removed",1,16,"16"
"1107",118,"all therapy",0,16,"0"
"1108",118,"C",0,16,"0"
"1109",118,"B",0,16,"0"
"1110",118,"A",1,16,"16"
"1111",118,"all sexes",0,16,"0"
"1112",118,"male",0,16,"0"
"1113",118,"female",1,16,"16"
"1114",118,"all groups",1,16,"16"
"1115",118,"non-adults",0,16,"0"
"1116",118,"adults",0,16,"0"
"1117",24,"p-uniform",0,11,"0"
"1118",24,"uw",0,11,"0"
"1119",24,"fe",0,11,"0"
"1120",24,"reml",1,11,"11"
"1121",24,"rve",0,11,"0"
"1122",24,"3-level",0,11,"0"
"1123",24,"all es",0,11,"0"
"1124",24,"ES > 3 removed",1,11,"11"
"1125",24,"all therapy",0,11,"0"
"1126",24,"C",0,11,"0"
"1127",24,"B",1,11,"11"
"1128",24,"A",0,11,"0"
"1129",24,"all sexes",0,11,"0"
"1130",24,"male",1,11,"11"
"1131",24,"female",0,11,"0"
"1132",24,"all groups",0,11,"0"
"1133",24,"non-adults",0,11,"0"
"1134",24,"adults",1,11,"11"
"1135",5,"p-uniform",0,7,"0"
"1136",5,"uw",0,7,"0"
"1137",5,"fe",0,7,"0"
"1138",5,"reml",1,7,"7"
"1139",5,"rve",0,7,"0"
"1140",5,"3-level",0,7,"0"
"1141",5,"all es",0,7,"0"
"1142",5,"ES > 3 removed",1,7,"7"
"1143",5,"all therapy",0,7,"0"
"1144",5,"C",0,7,"0"
"1145",5,"B",1,7,"7"
"1146",5,"A",0,7,"0"
"1147",5,"all sexes",0,7,"0"
"1148",5,"male",1,7,"7"
"1149",5,"female",0,7,"0"
"1150",5,"all groups",0,7,"0"
"1151",5,"non-adults",1,7,"7"
"1152",5,"adults",0,7,"0"
"1153",13,"p-uniform",0,15,"0"
"1154",13,"uw",0,15,"0"
"1155",13,"fe",0,15,"0"
"1156",13,"reml",1,15,"15"
"1157",13,"rve",0,15,"0"
"1158",13,"3-level",0,15,"0"
"1159",13,"all es",0,15,"0"
"1160",13,"ES > 3 removed",1,15,"15"
"1161",13,"all therapy",0,15,"0"
"1162",13,"C",0,15,"0"
"1163",13,"B",1,15,"15"
"1164",13,"A",0,15,"0"
"1165",13,"all sexes",0,15,"0"
"1166",13,"male",1,15,"15"
"1167",13,"female",0,15,"0"
"1168",13,"all groups",1,15,"15"
"1169",13,"non-adults",0,15,"0"
"1170",13,"adults",0,15,"0"
"1171",45,"p-uniform",0,12,"0"
"1172",45,"uw",0,12,"0"
"1173",45,"fe",0,12,"0"
"1174",45,"reml",1,12,"12"
"1175",45,"rve",0,12,"0"
"1176",45,"3-level",0,12,"0"
"1177",45,"all es",0,12,"0"
"1178",45,"ES > 3 removed",1,12,"12"
"1179",45,"all therapy",0,12,"0"
"1180",45,"C",0,12,"0"
"1181",45,"B",1,12,"12"
"1182",45,"A",0,12,"0"
"1183",45,"all sexes",1,12,"12"
"1184",45,"male",0,12,"0"
"1185",45,"female",0,12,"0"
"1186",45,"all groups",0,12,"0"
"1187",45,"non-adults",0,12,"0"
"1188",45,"adults",1,12,"12"
"1189",30,"p-uniform",0,16,"0"
"1190",30,"uw",0,16,"0"
"1191",30,"fe",0,16,"0"
"1192",30,"reml",1,16,"16"
"1193",30,"rve",0,16,"0"
"1194",30,"3-level",0,16,"0"
"1195",30,"all es",0,16,"0"
"1196",30,"ES > 3 removed",1,16,"16"
"1197",30,"all therapy",0,16,"0"
"1198",30,"C",0,16,"0"
"1199",30,"B",1,16,"16"
"1200",30,"A",0,16,"0"
"1201",30,"all sexes",1,16,"16"
"1202",30,"male",0,16,"0"
"1203",30,"female",0,16,"0"
"1204",30,"all groups",1,16,"16"
"1205",30,"non-adults",0,16,"0"
"1206",30,"adults",0,16,"0"
"1207",164,"p-uniform",0,9,"0"
"1208",164,"uw",0,9,"0"
"1209",164,"fe",0,9,"0"
"1210",164,"reml",1,9,"9"
"1211",164,"rve",0,9,"0"
"1212",164,"3-level",0,9,"0"
"1213",164,"all es",0,9,"0"
"1214",164,"ES > 3 removed",1,9,"9"
"1215",164,"all therapy",0,9,"0"
"1216",164,"C",1,9,"9"
"1217",164,"B",0,9,"0"
"1218",164,"A",0,9,"0"
"1219",164,"all sexes",0,9,"0"
"1220",164,"male",0,9,"0"
"1221",164,"female",1,9,"9"
"1222",164,"all groups",0,9,"0"
"1223",164,"non-adults",1,9,"9"
"1224",164,"adults",0,9,"0"
"1225",151,"p-uniform",0,10,"0"
"1226",151,"uw",0,10,"0"
"1227",151,"fe",0,10,"0"
"1228",151,"reml",1,10,"10"
"1229",151,"rve",0,10,"0"
"1230",151,"3-level",0,10,"0"
"1231",151,"all es",0,10,"0"
"1232",151,"ES > 3 removed",1,10,"10"
"1233",151,"all therapy",0,10,"0"
"1234",151,"C",1,10,"10"
"1235",151,"B",0,10,"0"
"1236",151,"A",0,10,"0"
"1237",151,"all sexes",0,10,"0"
"1238",151,"male",1,10,"10"
"1239",151,"female",0,10,"0"
"1240",151,"all groups",0,10,"0"
"1241",151,"non-adults",1,10,"10"
"1242",151,"adults",0,10,"0"
"1243",141,"p-uniform",0,15,"0"
"1244",141,"uw",0,15,"0"
"1245",141,"fe",0,15,"0"
"1246",141,"reml",1,15,"15"
"1247",141,"rve",0,15,"0"
"1248",141,"3-level",0,15,"0"
"1249",141,"all es",0,15,"0"
"1250",141,"ES > 3 removed",1,15,"15"
"1251",141,"all therapy",0,15,"0"
"1252",141,"C",1,15,"15"
"1253",141,"B",0,15,"0"
"1254",141,"A",0,15,"0"
"1255",141,"all sexes",1,15,"15"
"1256",141,"male",0,15,"0"
"1257",141,"female",0,15,"0"
"1258",141,"all groups",0,15,"0"
"1259",141,"non-adults",1,15,"15"
"1260",141,"adults",0,15,"0"
"1261",169,"p-uniform",0,11,"0"
"1262",169,"uw",0,11,"0"
"1263",169,"fe",0,11,"0"
"1264",169,"reml",1,11,"11"
"1265",169,"rve",0,11,"0"
"1266",169,"3-level",0,11,"0"
"1267",169,"all es",0,11,"0"
"1268",169,"ES > 3 removed",1,11,"11"
"1269",169,"all therapy",1,11,"11"
"1270",169,"C",0,11,"0"
"1271",169,"B",0,11,"0"
"1272",169,"A",0,11,"0"
"1273",169,"all sexes",0,11,"0"
"1274",169,"male",0,11,"0"
"1275",169,"female",1,11,"11"
"1276",169,"all groups",0,11,"0"
"1277",169,"non-adults",0,11,"0"
"1278",169,"adults",1,11,"11"
"1279",128,"p-uniform",0,18,"0"
"1280",128,"uw",0,18,"0"
"1281",128,"fe",0,18,"0"
"1282",128,"reml",1,18,"18"
"1283",128,"rve",0,18,"0"
"1284",128,"3-level",0,18,"0"
"1285",128,"all es",0,18,"0"
"1286",128,"ES > 3 removed",1,18,"18"
"1287",128,"all therapy",1,18,"18"
"1288",128,"C",0,18,"0"
"1289",128,"B",0,18,"0"
"1290",128,"A",0,18,"0"
"1291",128,"all sexes",0,18,"0"
"1292",128,"male",0,18,"0"
"1293",128,"female",1,18,"18"
"1294",128,"all groups",0,18,"0"
"1295",128,"non-adults",1,18,"18"
"1296",128,"adults",0,18,"0"
"1297",153,"p-uniform",0,26,"0"
"1298",153,"uw",0,26,"0"
"1299",153,"fe",0,26,"0"
"1300",153,"reml",1,26,"26"
"1301",153,"rve",0,26,"0"
"1302",153,"3-level",0,26,"0"
"1303",153,"all es",0,26,"0"
"1304",153,"ES > 3 removed",1,26,"26"
"1305",153,"all therapy",1,26,"26"
"1306",153,"C",0,26,"0"
"1307",153,"B",0,26,"0"
"1308",153,"A",0,26,"0"
"1309",153,"all sexes",0,26,"0"
"1310",153,"male",0,26,"0"
"1311",153,"female",1,26,"26"
"1312",153,"all groups",1,26,"26"
"1313",153,"non-adults",0,26,"0"
"1314",153,"adults",0,26,"0"
"1315",65,"p-uniform",0,17,"0"
"1316",65,"uw",0,17,"0"
"1317",65,"fe",0,17,"0"
"1318",65,"reml",1,17,"17"
"1319",65,"rve",0,17,"0"
"1320",65,"3-level",0,17,"0"
"1321",65,"all es",0,17,"0"
"1322",65,"ES > 3 removed",1,17,"17"
"1323",65,"all therapy",1,17,"17"
"1324",65,"C",0,17,"0"
"1325",65,"B",0,17,"0"
"1326",65,"A",0,17,"0"
"1327",65,"all sexes",0,17,"0"
"1328",65,"male",1,17,"17"
"1329",65,"female",0,17,"0"
"1330",65,"all groups",0,17,"0"
"1331",65,"non-adults",1,17,"17"
"1332",65,"adults",0,17,"0"
"1333",57,"p-uniform",0,25,"0"
"1334",57,"uw",0,25,"0"
"1335",57,"fe",0,25,"0"
"1336",57,"reml",1,25,"25"
"1337",57,"rve",0,25,"0"
"1338",57,"3-level",0,25,"0"
"1339",57,"all es",0,25,"0"
"1340",57,"ES > 3 removed",1,25,"25"
"1341",57,"all therapy",1,25,"25"
"1342",57,"C",0,25,"0"
"1343",57,"B",0,25,"0"
"1344",57,"A",0,25,"0"
"1345",57,"all sexes",0,25,"0"
"1346",57,"male",1,25,"25"
"1347",57,"female",0,25,"0"
"1348",57,"all groups",1,25,"25"
"1349",57,"non-adults",0,25,"0"
"1350",57,"adults",0,25,"0"
"1351",73,"p-uniform",0,22,"0"
"1352",73,"uw",0,22,"0"
"1353",73,"fe",0,22,"0"
"1354",73,"reml",1,22,"22"
"1355",73,"rve",0,22,"0"
"1356",73,"3-level",0,22,"0"
"1357",73,"all es",0,22,"0"
"1358",73,"ES > 3 removed",1,22,"22"
"1359",73,"all therapy",1,22,"22"
"1360",73,"C",0,22,"0"
"1361",73,"B",0,22,"0"
"1362",73,"A",0,22,"0"
"1363",73,"all sexes",1,22,"22"
"1364",73,"male",0,22,"0"
"1365",73,"female",0,22,"0"
"1366",73,"all groups",0,22,"0"
"1367",73,"non-adults",0,22,"0"
"1368",73,"adults",1,22,"22"
"1369",75,"p-uniform",0,31,"0"
"1370",75,"uw",0,31,"0"
"1371",75,"fe",0,31,"0"
"1372",75,"reml",1,31,"31"
"1373",75,"rve",0,31,"0"
"1374",75,"3-level",0,31,"0"
"1375",75,"all es",0,31,"0"
"1376",75,"ES > 3 removed",1,31,"31"
"1377",75,"all therapy",1,31,"31"
"1378",75,"C",0,31,"0"
"1379",75,"B",0,31,"0"
"1380",75,"A",0,31,"0"
"1381",75,"all sexes",1,31,"31"
"1382",75,"male",0,31,"0"
"1383",75,"female",0,31,"0"
"1384",75,"all groups",0,31,"0"
"1385",75,"non-adults",1,31,"31"
"1386",75,"adults",0,31,"0"
"1387",84,"p-uniform",0,47,"0"
"1388",84,"uw",0,47,"0"
"1389",84,"fe",0,47,"0"
"1390",84,"reml",1,47,"47"
"1391",84,"rve",0,47,"0"
"1392",84,"3-level",0,47,"0"
"1393",84,"all es",0,47,"0"
"1394",84,"ES > 3 removed",1,47,"47"
"1395",84,"all therapy",1,47,"47"
"1396",84,"C",0,47,"0"
"1397",84,"B",0,47,"0"
"1398",84,"A",0,47,"0"
"1399",84,"all sexes",1,47,"47"
"1400",84,"male",0,47,"0"
"1401",84,"female",0,47,"0"
"1402",84,"all groups",1,47,"47"
"1403",84,"non-adults",0,47,"0"
"1404",84,"adults",0,47,"0"
"1405",171,"p-uniform",0,2,"0"
"1406",171,"uw",0,2,"0"
"1407",171,"fe",0,2,"0"
"1408",171,"reml",1,2,"2"
"1409",171,"rve",0,2,"0"
"1410",171,"3-level",0,2,"0"
"1411",171,"all es",1,2,"2"
"1412",171,"ES > 3 removed",0,2,"0"
"1413",171,"all therapy",0,2,"0"
"1414",171,"C",0,2,"0"
"1415",171,"B",0,2,"0"
"1416",171,"A",1,2,"2"
"1417",171,"all sexes",0,2,"0"
"1418",171,"male",1,2,"2"
"1419",171,"female",0,2,"0"
"1420",171,"all groups",0,2,"0"
"1421",171,"non-adults",1,2,"2"
"1422",171,"adults",0,2,"0"
"1423",138,"p-uniform",0,11,"0"
"1424",138,"uw",0,11,"0"
"1425",138,"fe",0,11,"0"
"1426",138,"reml",1,11,"11"
"1427",138,"rve",0,11,"0"
"1428",138,"3-level",0,11,"0"
"1429",138,"all es",1,11,"11"
"1430",138,"ES > 3 removed",0,11,"0"
"1431",138,"all therapy",0,11,"0"
"1432",138,"C",0,11,"0"
"1433",138,"B",0,11,"0"
"1434",138,"A",1,11,"11"
"1435",138,"all sexes",1,11,"11"
"1436",138,"male",0,11,"0"
"1437",138,"female",0,11,"0"
"1438",138,"all groups",0,11,"0"
"1439",138,"non-adults",1,11,"11"
"1440",138,"adults",0,11,"0"
"1441",154,"p-uniform",0,18,"0"
"1442",154,"uw",0,18,"0"
"1443",154,"fe",0,18,"0"
"1444",154,"reml",1,18,"18"
"1445",154,"rve",0,18,"0"
"1446",154,"3-level",0,18,"0"
"1447",154,"all es",1,18,"18"
"1448",154,"ES > 3 removed",0,18,"0"
"1449",154,"all therapy",0,18,"0"
"1450",154,"C",0,18,"0"
"1451",154,"B",0,18,"0"
"1452",154,"A",1,18,"18"
"1453",154,"all sexes",1,18,"18"
"1454",154,"male",0,18,"0"
"1455",154,"female",0,18,"0"
"1456",154,"all groups",1,18,"18"
"1457",154,"non-adults",0,18,"0"
"1458",154,"adults",0,18,"0"
"1459",39,"p-uniform",0,8,"0"
"1460",39,"uw",0,8,"0"
"1461",39,"fe",0,8,"0"
"1462",39,"reml",1,8,"8"
"1463",39,"rve",0,8,"0"
"1464",39,"3-level",0,8,"0"
"1465",39,"all es",1,8,"8"
"1466",39,"ES > 3 removed",0,8,"0"
"1467",39,"all therapy",0,8,"0"
"1468",39,"C",0,8,"0"
"1469",39,"B",1,8,"8"
"1470",39,"A",0,8,"0"
"1471",39,"all sexes",0,8,"0"
"1472",39,"male",1,8,"8"
"1473",39,"female",0,8,"0"
"1474",39,"all groups",0,8,"0"
"1475",39,"non-adults",1,8,"8"
"1476",39,"adults",0,8,"0"
"1477",36,"p-uniform",0,16,"0"
"1478",36,"uw",0,16,"0"
"1479",36,"fe",0,16,"0"
"1480",36,"reml",1,16,"16"
"1481",36,"rve",0,16,"0"
"1482",36,"3-level",0,16,"0"
"1483",36,"all es",1,16,"16"
"1484",36,"ES > 3 removed",0,16,"0"
"1485",36,"all therapy",0,16,"0"
"1486",36,"C",0,16,"0"
"1487",36,"B",1,16,"16"
"1488",36,"A",0,16,"0"
"1489",36,"all sexes",0,16,"0"
"1490",36,"male",1,16,"16"
"1491",36,"female",0,16,"0"
"1492",36,"all groups",1,16,"16"
"1493",36,"non-adults",0,16,"0"
"1494",36,"adults",0,16,"0"
"1495",53,"p-uniform",0,17,"0"
"1496",53,"uw",0,17,"0"
"1497",53,"fe",0,17,"0"
"1498",53,"reml",1,17,"17"
"1499",53,"rve",0,17,"0"
"1500",53,"3-level",0,17,"0"
"1501",53,"all es",1,17,"17"
"1502",53,"ES > 3 removed",0,17,"0"
"1503",53,"all therapy",0,17,"0"
"1504",53,"C",0,17,"0"
"1505",53,"B",1,17,"17"
"1506",53,"A",0,17,"0"
"1507",53,"all sexes",1,17,"17"
"1508",53,"male",0,17,"0"
"1509",53,"female",0,17,"0"
"1510",53,"all groups",1,17,"17"
"1511",53,"non-adults",0,17,"0"
"1512",53,"adults",0,17,"0"
"1513",122,"p-uniform",0,20,"0"
"1514",122,"uw",0,20,"0"
"1515",122,"fe",0,20,"0"
"1516",122,"reml",1,20,"20"
"1517",122,"rve",0,20,"0"
"1518",122,"3-level",0,20,"0"
"1519",122,"all es",1,20,"20"
"1520",122,"ES > 3 removed",0,20,"0"
"1521",122,"all therapy",1,20,"20"
"1522",122,"C",0,20,"0"
"1523",122,"B",0,20,"0"
"1524",122,"A",0,20,"0"
"1525",122,"all sexes",0,20,"0"
"1526",122,"male",1,20,"20"
"1527",122,"female",0,20,"0"
"1528",122,"all groups",0,20,"0"
"1529",122,"non-adults",1,20,"20"
"1530",122,"adults",0,20,"0"
"1531",80,"p-uniform",0,28,"0"
"1532",80,"uw",0,28,"0"
"1533",80,"fe",0,28,"0"
"1534",80,"reml",1,28,"28"
"1535",80,"rve",0,28,"0"
"1536",80,"3-level",0,28,"0"
"1537",80,"all es",1,28,"28"
"1538",80,"ES > 3 removed",0,28,"0"
"1539",80,"all therapy",1,28,"28"
"1540",80,"C",0,28,"0"
"1541",80,"B",0,28,"0"
"1542",80,"A",0,28,"0"
"1543",80,"all sexes",0,28,"0"
"1544",80,"male",1,28,"28"
"1545",80,"female",0,28,"0"
"1546",80,"all groups",1,28,"28"
"1547",80,"non-adults",0,28,"0"
"1548",80,"adults",0,28,"0"
"1549",107,"p-uniform",0,34,"0"
"1550",107,"uw",0,34,"0"
